0.13462,7.477643575,6.409408779,5.608232682,4.985095717,4.486586145,4.078714677,3.738821788,3.451220112,3.204704389,2.99105743,2.804116341,2.639168321,2.492547858,2.361361129,2.243293073
0.1524,12.28192055,10.52736047,9.211440412,8.187947033,7.36915233,6.699229391,6.140960275,5.668578715,5.263680235,4.91276822,4.605720206,4.334795488,4.093973516,3.878501226,3.684576165
0.17018,19.0967953,16.36868169,14.32259648,12.73119687,11.45807718,10.4164338,9.54839765,8.813905524,8.184340843,7.63871812,7.161298238,6.7400454,6.365598434,6.030566937,5.72903859
0.18796,28.41765,24.35798571,21.3132375,18.9451,17.05059,15.50053636,14.208825,13.11583846,12.17899286,11.36706,10.65661875,10.02975882,9.472549999,8.973994736,8.525294999
0.20574,40.79447587,34.9666936,30.5958569,27.19631724,24.47668552,22.25153229,20.39723793,18.82821963,17.4833468,16.31779035,15.29792845,14.39805031,13.59815862,12.88246606,12.23834276
0.22352,56.83187319,48.71303416,42.62390489,37.88791546,34.09912391,30.99920356,28.41593659,26.23009532,24.35651708,22.73274928,21.31195245,20.05830818,18.94395773,17.94690732,17.04956196
0.2413,77.18905131,66.16204398,57.89178848,51.45936754,46.31343078,42.10311889,38.59452565,35.62571599,33.08102199,30.87562052,28.94589424,27.24319458,25.72968377,24.37548989,23.15671539
0.25908,102.5798286,87.92556739,76.93487146,68.38655241,61.54789717,55.95263379,51.28991431,47.34453629,43.96278369,41.03193145,38.46743573,36.2046454,34.19327621,32.39363009,30.77394859
0.27686,133.7726326,114.6622565,100.3294744,89.18175506,80.26357955,72.9668905,66.88631629,61.74121504,57.33112825,53.50905303,50.16473722,47.21387032,44.59087753,42.24398924,40.13178978
0.29464,171.5904997,147.0775712,128.6928748,114.3936665,102.9542998,93.59481803,85.79524986,79.19561525,73.53878559,68.63619989,64.34643739,60.56135284,57.19683324,54.18647359,51.47714991
0.31242,216.9110756,185.9237791,162.6833067,144.6073837,130.1466453,118.3151321,108.4555378,100.1128041,92.96188954,86.76443023,81.34165334,76.55685021,72.30369186,68.49823439,65.07332267
